Id,Label,PageRank,DegreeCentrality,BetweennessCentrality,ClosenessCentrality,Community,InDegree,OutDegree,TotalDegree
130815,130815,0.001404259887661119,0.004601226993865031,0.0,0.0006134969325153375,1,2,1,3
132830,132830,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
133572,133572,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
145703,145703,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
134319,134319,0.0004311397742572041,0.003067484662576687,0.0,0.0,6,0,2,2
136575,136575,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
13820,13820,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
150341,150341,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
15421,15421,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
15493,15493,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
15527,15527,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
22814,22814,0.0009535329755210691,0.0015337423312883436,0.0,0.0003834355828220859,-1,1,0,1
16460,16460,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
170101,170101,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
173407,173407,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
177747,177747,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
180056,180056,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
19182,19182,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
204728,204728,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
208279,208279,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
220962,220962,0.0004311397742572041,0.0015337423312883436,0.0,0.0,3,0,1,1
245594,245594,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
24797,24797,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
248412,248412,0.0004311397742572041,0.004601226993865031,0.0,0.0,4,0,3,3
254342,254342,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
255249,255249,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
25640,25640,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
260659,260659,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
13633,13633,0.0007977003299195306,0.0015337423312883436,0.0,0.00030674846625766873,-1,1,0,1
265704,265704,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
26633,26633,0.0004311397742572041,0.0015337423312883436,0.0,0.0,8,0,1,1
4368,4368,0.00046638598153242786,0.0015337423312883436,0.0,0.00030674846625766873,1,1,0,1
275226,275226,0.0004311397742572041,0.003067484662576687,0.0,0.0,-1,0,2,2
28962,28962,0.0004311397742572041,0.0015337423312883436,0.0,0.0,1,0,1,1
292783,292783,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
324281,324281,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
30225,30225,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
3166,3166,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
327655,327655,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
335263,335263,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
350374,350374,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
